query	target	evalue	pident	bitscore	qlen	qstart	qend	slen	sstart	send	qcov	scov	bidir_cov_min	reaches_end	q_specificity	s_specificity	q_source	s_source	specificity_match	source_pair	pident_frac
1724_71	KPN_B13_PHAGE067_M_PROTEIN_74	1.25e-56	47.951	201.0	843	98	324	698	58	280	0.269276393831554	0.3194842406876791	0.269276393831554	False	KL60	KL28	prophage	prediction	False	prediction	0.47951
BBF66867_1_KN3	YP_009797016_1_K64	2.19e-55	64.103	200.0	792	1	156	1017	1	156	0.19696969696969696	0.15339233038348082	0.15339233038348082	False	KN3	KL64	virulent	virulent	False	virulent-virulent	0.64103
ATI16495_1_K57	ATS92567_1_K2	3.26e-57	70.673	200.0	721	1	200	668	1	203	0.27739251040221913	0.30389221556886226	0.27739251040221913	False	KL57	KL2	virulent	virulent	False	virulent-virulent	0.70673
BBF66888_1_KN4	QOV05454_1_K64	2.52e-55	69.863	200.0	850	1	146	1017	1	146	0.17176470588235293	0.14355948869223206	0.14355948869223206	False	KN4	KL64	virulent	virulent	False	virulent-virulent	0.69863
1663_69	KPN_B6_PHAGE307_M_PROTEIN_10	3.58e-56	64.331	199.0	745	1	146	736	1	156	0.1959731543624161	0.21195652173913043	0.1959731543624161	False	KL12	KL3	prophage_notproduced	prediction	False	other	0.64331
BBF66888_1_KN4	YP_009797016_1_K64	6.2599999999999994e-55	69.178	199.0	850	1	146	1017	1	146	0.17176470588235293	0.14355948869223206	0.14355948869223206	False	KN4	KL64	virulent	virulent	False	virulent-virulent	0.69178
706_38	319_37	3.78e-56	64.189	199.0	741	1	148	794	1	148	0.19973009446693657	0.18639798488664988	0.18639798488664988	False	KL2	KL127	prophage_notproduced	prophage	False	prophage_notproduced	0.64189
706_38	KVV_B1_PHAGE226_M_PROTEIN_38	4.54e-58	64.189	198.0	741	1	148	466	1	148	0.19973009446693657	0.31759656652360513	0.19973009446693657	False	KL2	KL127	prophage_notproduced	prediction	False	other	0.64189
APZ82847_1_K8	QOV05454_1_K64	1.31e-54	56.831	197.0	749	1	183	1017	1	181	0.24432576769025366	0.17797443461160276	0.17797443461160276	False	KL8	KL64	virulent	virulent	False	virulent-virulent	0.56831
QJI52632_K13/K2	UPW42650_1_K2	9.21e-57	29.806	197.0	577	20	576	763	211	763	0.9653379549393414	0.7247706422018348	0.7247706422018348	True	KL13/K2	KL2	virulent	virulent	True	virulent-virulent	0.29806
1723_62	YP_009153197_1_K11	5.63e-56	29.421	196.0	629	1	625	702	108	700	0.9936406995230525	0.8447293447293447	0.8447293447293447	True	KL60	KL11	prophage_notproduced	virulent	False	prophage_notproduced	0.29420999999999997
1723_59	1343_36	4.7899999999999993e-54	26.52	196.0	951	225	950	795	60	793	0.7634069400630915	0.9232704402515723	0.7634069400630915	True	KL60	KL64	prophage	prophage_notproduced	False	prophage_notproduced	0.2652
APZ82768_1_K13/K2	UPW42650_1_K2	2.47e-56	29.982	196.0	577	20	576	763	211	763	0.9653379549393414	0.7247706422018348	0.7247706422018348	True	KL13/K2	KL2	virulent	virulent	True	virulent-virulent	0.29982
184_43	319_37	1.6699999999999998e-55	64.865	196.0	639	1	148	794	1	148	0.23161189358372458	0.18639798488664988	0.18639798488664988	False	KL111	KL127	prophage	prophage	False	prophage-prophage	0.64865
APZ82847_1_K8	YP_009797016_1_K64	4.1499999999999995e-54	56.284	195.0	749	1	183	1017	1	181	0.24432576769025366	0.17797443461160276	0.17797443461160276	False	KL8	KL64	virulent	virulent	False	virulent-virulent	0.56284
BBF66844_1_KN1	YP_009797016_1_K64	2.4e-53	60.588	194.0	820	2	171	1017	1	170	0.2073170731707317	0.1671583087512291	0.1671583087512291	False	KN1	KL64	virulent	virulent	False	virulent-virulent	0.60588
184_43	KVV_B1_PHAGE226_M_PROTEIN_38	3.98e-57	64.189	194.0	639	1	148	466	1	148	0.23161189358372458	0.31759656652360513	0.23161189358372458	False	KL111	KL127	prophage	prediction	False	prediction	0.64189
REC_015_PROTEIN_54_KL2	UPW42650_1_K2	8.36e-56	29.329	194.0	577	20	576	763	211	763	0.9653379549393414	0.7247706422018348	0.7247706422018348	True	KL2	KL2	virulent	virulent	True	virulent-virulent	0.29329
KQQ_B1_PHAGE040_M_PROTEIN_36	706_38	5.44e-54	61.728	194.0	872	1	156	741	1	162	0.17889908256880735	0.21862348178137653	0.17889908256880735	False	KL14	KL2	prediction	prophage_notproduced	False	other	0.61728
0574_17	706_38	5.91e-54	61.728	194.0	873	2	157	741	1	162	0.17869415807560138	0.21862348178137653	0.17869415807560138	False	KL14	KL2	prophage	prophage_notproduced	False	prophage_notproduced	0.61728
BBF66844_1_KN1	QOV05454_1_K64	2.73e-53	60.588	194.0	820	2	171	1017	1	170	0.2073170731707317	0.1671583087512291	0.1671583087512291	False	KN1	KL64	virulent	virulent	False	virulent-virulent	0.60588
YP_009797016_1_K64	AXE28435_1_KN1	5.43e-53	60.588	193.0	1017	1	170	820	1	170	0.1671583087512291	0.2073170731707317	0.1671583087512291	False	KL64	KN1	virulent	virulent	False	virulent-virulent	0.60588
1343_36	319_37	9.019999999999999e-54	72.093	193.0	795	1	129	794	1	129	0.16226415094339622	0.1624685138539043	0.16226415094339622	False	KL64	KL127	prophage_notproduced	prophage	False	prophage_notproduced	0.7209300000000001
AXE28435_1_KN1	QOV05454_1_K64	4.75e-53	60.588	193.0	820	1	170	1017	1	170	0.2073170731707317	0.1671583087512291	0.1671583087512291	False	KN1	KL64	virulent	virulent	False	virulent-virulent	0.60588
1344_72	1724_71	7.69e-54	75.0	192.0	698	58	177	843	98	217	0.17191977077363896	0.1423487544483986	0.1423487544483986	False	KL64	KL60	prophage_notproduced	prophage	False	prophage_notproduced	0.75
0574_17	KPN_B4_PHAGE180_M_PROTEIN_15	1.74e-53	70.149	192.0	873	2	133	707	1	134	0.15120274914089346	0.18953323903818953	0.15120274914089346	False	KL14	KL24	prophage	prediction	False	prediction	0.7014900000000001
KQQ_B1_PHAGE040_M_PROTEIN_36	KPN_B4_PHAGE180_M_PROTEIN_15	1.8e-53	70.149	192.0	872	1	132	707	1	134	0.15137614678899083	0.18953323903818953	0.15137614678899083	False	KL14	KL24	prediction	prediction	False	other	0.7014900000000001
1343_36	KVV_B1_PHAGE226_M_PROTEIN_38	1.84e-55	71.318	192.0	795	1	129	466	1	129	0.16226415094339622	0.27682403433476394	0.16226415094339622	False	KL64	KL127	prophage_notproduced	prediction	False	other	0.7131799999999999
319_37	KPN_B4_PHAGE180_M_PROTEIN_15	2.31e-53	74.59	191.0	794	1	122	707	1	122	0.15365239294710328	0.17256011315417255	0.15365239294710328	False	KL127	KL24	prophage	prediction	False	prediction	0.7459
YP_009153201_1_K1	YP_009153202_1_K64	1.3399999999999998e-34	37.992337748344376	190.1	888	1	314	996	84	311	0.3536036036036036	0.2289156626506024	0.2289156626506024	False	KL1	KL64	virulent	virulent	False	virulent-virulent	0.37992337748344374
1538_54	KPN_B14_PHAGE090_M_PROTEIN_50	2.48e-38	35.290822622107974	189.7	900	1	465	803	1	373	0.5166666666666667	0.46450809464508097	0.46450809464508097	False	KL140	KL24	prophage_notproduced	prediction	False	other	0.35290822622107976
KPN_B14_PHAGE090_M_PROTEIN_50	1723_59	2.7299999999999998e-40	38.30966447368421	189.6	803	1	263	951	1	330	0.3275217932752179	0.3470031545741325	0.3275217932752179	False	KL24	KL60	prediction	prophage	False	prediction	0.3830966447368421
319_37	434_33	5.01e-52	65.714	189.0	794	1	139	859	1	140	0.17506297229219145	0.1629802095459837	0.1629802095459837	False	KL127	KL52	prophage	prophage	False	prophage-prophage	0.65714
KQQ_B1_PHAGE040_M_PROTEIN_36	319_37	5.1e-52	72.093	189.0	872	1	127	794	1	129	0.14564220183486237	0.1624685138539043	0.14564220183486237	False	KL14	KL127	prediction	prophage	False	prediction	0.7209300000000001
0574_17	319_37	5.0899999999999994e-52	72.093	189.0	873	2	128	794	1	129	0.145475372279496	0.1624685138539043	0.145475372279496	False	KL14	KL127	prophage	prophage	False	prophage-prophage	0.7209300000000001
KPN_B4_PHAGE180_M_PROTEIN_15	434_33	1.74e-52	69.63	189.0	707	1	135	859	1	135	0.19094766619519093	0.15715948777648428	0.15715948777648428	False	KL24	KL52	prediction	prophage	False	prediction	0.6962999999999999
YP_003347555_1_K3	KPN_B11_PHAGE013_M_PROTEIN_11	7.93e-52	29.91	189.0	869	290	835	913	298	813	0.6283084004602992	0.5651697699890471	0.5651697699890471	False	KL3	KL3	virulent	prediction	True	prediction	0.2991
KQQ_B1_PHAGE040_M_PROTEIN_36	KVV_B1_PHAGE226_M_PROTEIN_38	8.579999999999999e-54	72.093	188.0	872	1	127	466	1	129	0.14564220183486237	0.27682403433476394	0.14564220183486237	False	KL14	KL127	prediction	prediction	False	other	0.7209300000000001
0574_17	KVV_B1_PHAGE226_M_PROTEIN_38	7.909999999999999e-54	72.093	188.0	873	2	128	466	1	129	0.145475372279496	0.27682403433476394	0.145475372279496	False	KL14	KL127	prophage	prediction	False	prediction	0.7209300000000001
248_38	319_37	4.64e-52	62.162	187.0	693	1	148	794	1	148	0.21356421356421357	0.18639798488664988	0.18639798488664988	False	KL46	KL127	prophage	prophage	False	prophage-prophage	0.62162
KVV_B1_PHAGE226_M_PROTEIN_38	434_33	5.1299999999999994e-54	65.714	187.0	466	1	139	859	1	140	0.2982832618025751	0.1629802095459837	0.1629802095459837	False	KL127	KL52	prediction	prophage	False	prediction	0.65714
KPN_B4_PHAGE180_M_PROTEIN_15	KVV_B1_PHAGE226_M_PROTEIN_38	1.24e-53	72.951	186.0	707	1	122	466	1	122	0.17256011315417255	0.26180257510729615	0.17256011315417255	False	KL24	KL127	prediction	prediction	False	other	0.7295099999999999
KQQ_B1_PHAGE040_M_PROTEIN_36	434_33	1.08e-50	67.164	186.0	872	1	132	859	1	134	0.15137614678899083	0.1559953434225844	0.15137614678899083	False	KL14	KL52	prediction	prophage	False	prediction	0.67164
KPN_B7_PHAGE164_M_PROTEIN_57	279_60	6.02e-53	32.353	186.0	803	312	801	504	12	501	0.6102117061021171	0.9722222222222222	0.6102117061021171	True	KL25	KL25	prediction	prophage_notproduced	True	other	0.32353000000000004
KPN_B4_PHAGE180_M_PROTEIN_15	706_38	4.749999999999999e-52	70.866	186.0	707	1	127	741	1	127	0.17963224893917965	0.17139001349527666	0.17139001349527666	False	KL24	KL2	prediction	prophage_notproduced	False	other	0.70866
1343_36	184_43	5.17e-52	77.519	186.0	795	1	129	639	1	129	0.16226415094339622	0.20187793427230047	0.16226415094339622	False	KL64	KL111	prophage_notproduced	prophage	False	prophage_notproduced	0.77519
248_38	1343_36	1.91e-51	77.519	185.0	693	1	129	795	1	129	0.18614718614718614	0.16226415094339622	0.16226415094339622	False	KL46	KL64	prophage	prophage_notproduced	False	prophage_notproduced	0.77519
0574_17	434_33	1.11e-50	67.164	185.0	873	2	133	859	1	134	0.15120274914089346	0.1559953434225844	0.15120274914089346	False	KL14	KL52	prophage	prophage	False	prophage-prophage	0.67164
248_38	KVV_B1_PHAGE226_M_PROTEIN_38	1.24e-53	65.441	185.0	693	1	136	466	1	136	0.19624819624819625	0.2918454935622318	0.19624819624819625	False	KL46	KL127	prophage	prediction	False	prediction	0.65441
1668_49	1190_71	2.22e-51	28.302	184.0	702	44	702	695	58	694	0.9387464387464387	0.9165467625899281	0.9165467625899281	True	KL2	KL28	prophage_notproduced	prophage_notproduced	False	other	0.28302
1668_49	1406_54	8.79e-51	28.639	182.0	702	44	645	695	58	642	0.8575498575498576	0.841726618705036	0.841726618705036	False	KL2	KL28	prophage_notproduced	prophage_notproduced	False	other	0.28639
0574_17	1251_37	4.01e-49	63.433	179.0	873	2	133	677	1	134	0.15120274914089346	0.19793205317577547	0.15120274914089346	False	KL14	KL28	prophage	prophage	False	prophage-prophage	0.63433
KQQ_B1_PHAGE040_M_PROTEIN_36	1251_37	3.99e-49	63.433	179.0	872	1	132	677	1	134	0.15137614678899083	0.19793205317577547	0.15137614678899083	False	KL14	KL28	prediction	prophage	False	prediction	0.63433
319_37	1251_37	3.5e-49	65.891	178.0	794	1	129	677	1	129	0.1624685138539043	0.19054652880354506	0.1624685138539043	False	KL127	KL28	prophage	prophage	False	prophage-prophage	0.6589100000000001
434_33	706_38	1.2699999999999999e-48	45.494	178.0	859	1	219	741	1	228	0.2549476135040745	0.3076923076923077	0.2549476135040745	False	KL52	KL2	prophage	prophage_notproduced	False	prophage_notproduced	0.45494
KPN_B20_PHAGE487_M_PROTEIN_8	KPN_B14_PHAGE090_M_PROTEIN_50	7.42e-48	35.57	176.0	880	1	280	803	1	297	0.3181818181818182	0.3698630136986301	0.3181818181818182	False	KL64	KL24	prediction	prediction	False	other	0.3557
KVV_B1_PHAGE226_M_PROTEIN_38	1251_37	1.05e-50	65.891	176.0	466	1	129	677	1	129	0.27682403433476394	0.19054652880354506	0.19054652880354506	False	KL127	KL28	prediction	prophage	False	prediction	0.6589100000000001
1091_44	KPN_B14_PHAGE090_M_PROTEIN_50	7.909999999999999e-48	35.57	176.0	880	1	280	803	1	297	0.3181818181818182	0.3698630136986301	0.3181818181818182	False	KL64	KL24	prophage	prediction	False	prediction	0.3557
1343_36	706_38	3.21e-48	67.2	176.0	795	1	125	741	1	125	0.15723270440251572	0.16869095816464239	0.15723270440251572	False	KL64	KL2	prophage_notproduced	prophage_notproduced	False	other	0.672
184_43	706_38	1.8099999999999997e-48	44.69	175.0	639	1	226	741	1	215	0.3536776212832551	0.2901484480431849	0.2901484480431849	False	KL111	KL2	prophage	prophage_notproduced	False	prophage_notproduced	0.44689999999999996
184_43	KPN_B4_PHAGE180_M_PROTEIN_15	9.77e-49	67.717	175.0	639	1	127	707	1	127	0.19874804381846636	0.17963224893917965	0.17963224893917965	False	KL111	KL24	prophage	prediction	False	prediction	0.6771699999999999
706_38	1251_37	9.189999999999999e-48	63.2	173.0	741	1	125	677	1	125	0.16869095816464239	0.18463810930576072	0.16869095816464239	False	KL2	KL28	prophage_notproduced	prophage	False	prophage_notproduced	0.632
KPN_B11_PHAGE013_M_PROTEIN_11	1723_59	4.73e-35	33.79385474860335	172.8	913	1	289	951	1	354	0.31653888280394304	0.3722397476340694	0.31653888280394304	False	KL3	KL60	prediction	prophage	False	prediction	0.3379385474860335
738_68	KPN_B13_PHAGE067_M_PROTEIN_74	2.18e-47	56.707	172.0	742	7	170	698	10	155	0.2210242587601078	0.20916905444126074	0.20916905444126074	False	KL143	KL28	prophage	prediction	False	prediction	0.56707
738_68	1344_72	3.52e-47	56.707	172.0	742	7	170	698	10	155	0.2210242587601078	0.20916905444126074	0.20916905444126074	False	KL143	KL64	prophage	prophage_notproduced	False	prophage_notproduced	0.56707
1664_74	1663_69	1.22e-46	66.912	171.0	777	12	143	745	15	149	0.16988416988416988	0.18120805369127516	0.16988416988416988	False	KL12	KL12	prophage_notproduced	prophage_notproduced	True	other	0.66912
434_33	UCR74083_1_K27	1.36e-45	43.498	171.0	859	680	859	1294	1070	1292	0.20954598370197905	0.1723338485316847	0.1723338485316847	True	KL52	KL27	prophage	virulent	False	prophage-virulent	0.43498
248_38	706_38	3.31e-46	63.2	169.0	693	1	125	741	1	125	0.18037518037518038	0.16869095816464239	0.16869095816464239	False	KL46	KL2	prophage	prophage_notproduced	False	prophage_notproduced	0.632
248_38	KPN_B4_PHAGE180_M_PROTEIN_15	7.579999999999999e-46	65.354	167.0	693	1	127	707	1	127	0.18326118326118326	0.17963224893917965	0.17963224893917965	False	KL46	KL24	prophage	prediction	False	prediction	0.65354
YP_009153201_1_K1	YP_009153203_1_K30/K69	2.0200000000000002e-29	40.45632478632479	166.8	888	1	248	767	84	264	0.27927927927927926	0.23598435462842243	0.23598435462842243	False	KL1	KL30/K69	virulent	virulent	False	virulent-virulent	0.40456324786324793
1664_74	1190_71	1.39e-44	41.365	164.0	777	1	243	695	1	241	0.3127413127413127	0.34676258992805753	0.3127413127413127	False	KL12	KL28	prophage_notproduced	prophage_notproduced	False	other	0.41365
QJI52632_K13/K2	ATS92567_1_K2	3.81e-45	27.692	163.0	577	67	574	668	157	666	0.8804159445407279	0.7634730538922155	0.7634730538922155	True	KL13/K2	KL2	virulent	virulent	True	virulent-virulent	0.27692
APZ82768_1_K13/K2	ATS92567_1_K2	3.6e-45	27.168	163.0	577	67	574	668	157	666	0.8804159445407279	0.7634730538922155	0.7634730538922155	True	KL13/K2	KL2	virulent	virulent	True	virulent-virulent	0.27168
1724_71	1343_36	2.2e-43	25.718	162.0	843	180	833	795	121	781	0.7758007117437722	0.8314465408805032	0.7758007117437722	True	KL60	KL64	prophage	prophage_notproduced	False	prophage_notproduced	0.25718
1406_54	1664_74	1.72e-43	41.434	161.0	695	1	243	777	1	245	0.3496402877697842	0.3153153153153153	0.3153153153153153	False	KL28	KL12	prophage_notproduced	prophage_notproduced	False	other	0.41434
REC_015_PROTEIN_54_KL2	ATS92567_1_K2	2.09e-44	27.308	161.0	577	67	574	668	157	666	0.8804159445407279	0.7634730538922155	0.7634730538922155	True	KL2	KL2	virulent	virulent	True	virulent-virulent	0.27308
876_57	0391_11	6.96e-43	41.704	161.0	850	1	211	839	2	221	0.24823529411764705	0.2622169249106079	0.24823529411764705	False	KL28	KL62	prophage_notproduced	prophage	False	prophage_notproduced	0.41704
KPN_B20_PHAGE048_M_PROTEIN_10	876_57	1.96e-42	43.498	160.0	837	1	219	850	1	211	0.2616487455197133	0.24823529411764705	0.24823529411764705	False	KL62	KL28	prediction	prophage_notproduced	False	other	0.43498
1668_49	1251_37	1.72e-43	27.213	160.0	702	1	582	677	1	575	0.8290598290598291	0.8493353028064993	0.8290598290598291	False	KL2	KL28	prophage_notproduced	prophage	False	prophage_notproduced	0.27213
0391_11	1409_59	1.1999999999999999e-42	41.704	160.0	839	2	221	852	1	211	0.2622169249106079	0.2476525821596244	0.2476525821596244	False	KL62	KL23	prophage	prophage	False	prophage-prophage	0.41704
1724_71	1091_44	3.0299999999999996e-42	25.889	159.0	843	183	833	880	209	866	0.7722419928825622	0.7477272727272727	0.7477272727272727	True	KL60	KL64	prophage	prophage	False	prophage-prophage	0.25889
1863_75	KPN_B6_PHAGE307_M_PROTEIN_10	3.45e-42	35.843	159.0	927	1	321	736	1	311	0.34627831715210355	0.422554347826087	0.34627831715210355	False	KL7	KL3	prophage_inactive	prediction	False	other	0.35843
1724_71	KPN_B20_PHAGE487_M_PROTEIN_8	3.4699999999999996e-42	25.889	159.0	843	183	833	880	209	866	0.7722419928825622	0.7477272727272727	0.7477272727272727	True	KL60	KL64	prophage	prediction	False	prediction	0.25889
0391_11	1723_59	4.12e-42	40.807	159.0	839	2	221	951	1	211	0.2622169249106079	0.22187171398527866	0.22187171398527866	False	KL62	KL60	prophage	prophage	False	prophage-prophage	0.40807000000000004
KPN_B2_PHAGE064_M_PROTEIN_80	KPN_B6_PHAGE307_M_PROTEIN_10	3.45e-42	35.843	159.0	927	1	321	736	1	311	0.34627831715210355	0.422554347826087	0.34627831715210355	False	KL7	KL3	prediction	prediction	False	other	0.35843
876_57	0367_12	2.56e-42	43.498	159.0	850	1	211	851	15	233	0.24823529411764705	0.2573443008225617	0.24823529411764705	False	KL28	KL62	prophage_notproduced	prophage	False	prophage_notproduced	0.43498
KQQ_B1_PHAGE040_M_PROTEIN_36	1343_36	6.579999999999999e-42	65.546	158.0	872	16	132	795	16	134	0.1341743119266055	0.14968553459119496	0.1341743119266055	False	KL14	KL64	prediction	prophage_notproduced	False	other	0.65546
0574_17	1343_36	6.27e-42	65.546	158.0	873	17	133	795	16	134	0.13402061855670103	0.14968553459119496	0.13402061855670103	False	KL14	KL64	prophage	prophage_notproduced	False	prophage_notproduced	0.65546
666_83	876_57	5.359999999999999e-42	42.857	158.0	773	1	214	850	1	205	0.276843467011643	0.2411764705882353	0.2411764705882353	False	KL116	KL28	prophage_notproduced	prophage_notproduced	False	other	0.42857
KPN_B20_PHAGE048_M_PROTEIN_10	1723_59	7.56e-42	43.049	158.0	837	1	219	951	1	211	0.2616487455197133	0.22187171398527866	0.22187171398527866	False	KL62	KL60	prediction	prophage	False	prediction	0.43049
KPN_B20_PHAGE048_M_PROTEIN_10	1409_59	6.229999999999999e-42	43.498	158.0	837	1	219	852	1	211	0.2616487455197133	0.2476525821596244	0.2476525821596244	False	KL62	KL23	prediction	prophage	False	prediction	0.43498
0367_12	1409_59	6.44e-42	43.498	158.0	851	15	233	852	1	211	0.2573443008225617	0.2476525821596244	0.2476525821596244	False	KL62	KL23	prophage	prophage	False	prophage-prophage	0.43498
1863_75	391_03	6.22e-42	48.521	158.0	927	1	169	736	1	155	0.18230852211434737	0.2105978260869565	0.18230852211434737	False	KL7	KL3	prophage_inactive	prophage	False	prophage_inactive	0.48521000000000003
1723_59	0367_12	1.0699999999999999e-41	43.049	158.0	951	1	211	851	15	233	0.22187171398527866	0.2573443008225617	0.22187171398527866	False	KL60	KL62	prophage	prophage	False	prophage-prophage	0.43049
KPN_B2_PHAGE064_M_PROTEIN_80	391_03	6.22e-42	48.521	158.0	927	1	169	736	1	155	0.18230852211434737	0.2105978260869565	0.18230852211434737	False	KL7	KL3	prediction	prophage	False	prediction	0.48521000000000003
YP_003347555_1_K3	UCR74082_1_K7	1.18e-41	27.258	158.0	869	289	838	1180	505	1093	0.6329113924050633	0.49915254237288137	0.49915254237288137	False	KL3	KL7	virulent	virulent	False	virulent-virulent	0.27258
1631_52	876_57	1.23e-41	40.807	157.0	822	1	220	850	1	211	0.26763990267639903	0.24823529411764705	0.24823529411764705	False	KL10	KL28	prophage_notproduced	prophage_notproduced	False	other	0.40807000000000004
1409_59	1631_52	1.24e-41	40.807	157.0	852	1	211	822	1	220	0.2476525821596244	0.26763990267639903	0.2476525821596244	False	KL23	KL10	prophage	prophage_notproduced	False	prophage_notproduced	0.40807000000000004
666_83	1409_59	6.059999999999999e-42	42.857	157.0	773	1	214	852	1	205	0.276843467011643	0.24061032863849766	0.24061032863849766	False	KL116	KL23	prophage_notproduced	prophage	False	prophage_notproduced	0.42857
666_83	1723_59	3.11e-41	41.935	156.0	773	1	214	951	1	205	0.276843467011643	0.21556256572029442	0.21556256572029442	False	KL116	KL60	prophage_notproduced	prophage	False	prophage_notproduced	0.41935
0391_11	KPN_B7_PHAGE164_M_PROTEIN_57	3.74e-41	41.176	155.0	839	4	221	803	2	210	0.2598331346841478	0.2602739726027397	0.2598331346841478	False	KL62	KL25	prophage	prediction	False	prediction	0.41176
1631_52	1723_59	5.35e-41	39.91	155.0	822	1	220	951	1	211	0.26763990267639903	0.22187171398527866	0.22187171398527866	False	KL10	KL60	prophage_notproduced	prophage	False	prophage_notproduced	0.39909999999999995
KPN_B14_PHAGE090_M_PROTEIN_50	1409_59	6.26e-41	38.868	155.0	803	1	261	852	1	249	0.32503113325031135	0.29225352112676056	0.29225352112676056	False	KL24	KL23	prediction	prophage	False	prediction	0.38868
876_57	KPN_B14_PHAGE090_M_PROTEIN_50	5.42e-41	38.868	155.0	850	1	249	803	1	261	0.29294117647058826	0.32503113325031135	0.29294117647058826	False	KL28	KL24	prophage_notproduced	prediction	False	other	0.38868
434_33	KPN_B11_PHAGE013_M_PROTEIN_11	1.5899999999999999e-40	38.983	154.0	859	668	857	913	683	912	0.22118742724097787	0.25191675794085433	0.22118742724097787	True	KL52	KL3	prophage	prediction	False	prediction	0.38982999999999995
KPN_B20_PHAGE048_M_PROTEIN_10	KPN_B7_PHAGE164_M_PROTEIN_57	1.51e-40	50.0	154.0	837	43	219	803	45	210	0.2114695340501792	0.20672478206724781	0.20672478206724781	False	KL62	KL25	prediction	prediction	False	other	0.5
0367_12	KPN_B7_PHAGE164_M_PROTEIN_57	1.61e-40	50.0	154.0	851	57	233	803	45	210	0.20799059929494712	0.20672478206724781	0.20672478206724781	False	KL62	KL25	prophage	prediction	False	prediction	0.5
0391_11	1538_54	2.31e-40	40.807	153.0	839	2	221	900	1	211	0.2622169249106079	0.23444444444444446	0.23444444444444446	False	KL62	KL140	prophage	prophage_notproduced	False	prophage_notproduced	0.40807000000000004
1538_54	KPN_B20_PHAGE048_M_PROTEIN_10	8.309999999999999e-40	42.601	152.0	900	1	211	837	1	219	0.23444444444444446	0.2616487455197133	0.23444444444444446	False	KL140	KL62	prophage_notproduced	prediction	False	other	0.42601
BBF66868_1_K56	1343_36	2.14e-40	26.687	152.0	678	36	675	795	140	783	0.943952802359882	0.810062893081761	0.810062893081761	True	KL56	KL64	virulent	prophage_notproduced	False	prophage_notproduced	0.26687
1538_54	0367_12	9.36e-40	42.601	152.0	900	1	211	851	15	233	0.23444444444444446	0.2573443008225617	0.23444444444444446	False	KL140	KL62	prophage_notproduced	prophage	False	prophage_notproduced	0.42601
KQQ_B1_PHAGE040_M_PROTEIN_36	184_43	2.11e-40	66.071	152.0	872	16	125	639	16	127	0.12614678899082568	0.1752738654147105	0.12614678899082568	False	KL14	KL111	prediction	prophage	False	prediction	0.66071
1815_56	876_57	8.039999999999999e-40	40.359	152.0	937	1	220	850	1	211	0.23479188900747064	0.24823529411764705	0.23479188900747064	False	KL4	KL28	prophage_notproduced	prophage_notproduced	False	other	0.40359
1409_59	1815_56	6.4599999999999995e-40	40.359	152.0	852	1	211	937	1	220	0.2476525821596244	0.23479188900747064	0.23479188900747064	False	KL23	KL4	prophage	prophage_notproduced	False	prophage_notproduced	0.40359
666_83	KPN_B7_PHAGE164_M_PROTEIN_57	4.86e-40	42.326	152.0	773	3	214	803	2	204	0.2742561448900388	0.25280199252801994	0.25280199252801994	False	KL116	KL25	prophage_notproduced	prediction	False	other	0.42326
0574_17	184_43	2.0099999999999998e-40	66.071	152.0	873	17	126	639	16	127	0.12600229095074456	0.1752738654147105	0.12600229095074456	False	KL14	KL111	prophage	prophage	False	prophage-prophage	0.66071
KPN_B7_PHAGE164_M_PROTEIN_57	1631_52	6.43e-40	40.271	151.0	803	2	210	822	3	220	0.2602739726027397	0.26520681265206814	0.2602739726027397	False	KL25	KL10	prediction	prophage_notproduced	False	other	0.40271
KPN_B4_PHAGE495_M_PROTEIN_46	245_48	8.41e-41	72.826	151.0	603	1	92	655	1	92	0.15257048092868988	0.14045801526717558	0.14045801526717558	False	KL22	KL55	prediction	prophage_notproduced	False	other	0.7282599999999999
1538_54	666_83	1.68e-39	41.935	150.0	900	1	205	773	1	214	0.22777777777777777	0.276843467011643	0.22777777777777777	False	KL140	KL116	prophage_notproduced	prophage_notproduced	False	other	0.41935
1815_56	1723_59	5.91e-39	39.462	150.0	937	1	220	951	1	211	0.23479188900747064	0.22187171398527866	0.22187171398527866	False	KL4	KL60	prophage_notproduced	prophage	False	prophage_notproduced	0.39462
KPN_B2_PHAGE064_M_PROTEIN_80	1663_69	1.2899999999999999e-39	48.538	150.0	927	1	171	745	1	147	0.18446601941747573	0.19731543624161074	0.18446601941747573	False	KL7	KL12	prediction	prophage_notproduced	False	other	0.48538
1863_75	1663_69	1.2899999999999999e-39	48.538	150.0	927	1	171	745	1	147	0.18446601941747573	0.19731543624161074	0.18446601941747573	False	KL7	KL12	prophage_inactive	prophage_notproduced	False	other	0.48538
1631_52	1538_54	3.36e-39	39.91	150.0	822	1	220	900	1	211	0.26763990267639903	0.23444444444444446	0.23444444444444446	False	KL10	KL140	prophage_notproduced	prophage_notproduced	False	other	0.39909999999999995
KPN_B7_PHAGE164_M_PROTEIN_57	KPN_B14_PHAGE090_M_PROTEIN_50	5.26e-39	43.182	149.0	803	45	248	803	43	261	0.25404732254047324	0.2727272727272727	0.25404732254047324	False	KL25	KL24	prediction	prediction	False	other	0.43182000000000004
KQS_B1_PHAGE218_M_PROTEIN_1	245_48	6.67e-40	78.75	149.0	665	1	80	655	1	80	0.12030075187969924	0.12213740458015267	0.12030075187969924	False	KL127	KL55	prediction	prophage_notproduced	False	other	0.7875
